article,type
https://www.dailymail.co.uk/sciencetech/article-6128021/Trillion-ton-iceberg-cracked-Antarctica-year-spinning-heading-huge-collision.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6128185/Need-hand-Bizarre-backpack-extra-set-arms-controlled-remotely.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6129051/Sensors-new-California-bridge-record-earthquake-data.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6129387/Going-Japan-test-mini-space-elevator.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6129497/Robot-boat-sails-history-finishing-Atlantic-crossing.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6129601/Russia-says-space-station-leak-deliberate-sabotage.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6129709/Amazon-eyes-Chilean-skies-seeks-datamine-stars.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6129791/Ready-Kelloggs-rocket-Nasa-astronauts-soon-faces-cereal-packets.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6130711/Japanese-hotel-staffed-ROBOTS-features-motion-sensing-dinosaurs.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6130939/Its-time-deliver-Samsung-boss-says-firm-FINALLY-launch-foldable-phone-later-year.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6130959/Amazon-2nd-US-company-reach-1-trillion-market-value.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6131021/Canadian-startup-uses-AI-help-companies-hire-new-talent.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6131079/Scientists-invented-way-create-unlimited-renewable-energy.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6131203/YouTuber-pulverises-iPhone-X-blender-tries-DRINK-juice.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6131229/Mercedes-unveils-electric-car-direct-German-challenge-Tesla.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6131349/US-Southwest-set-water-crisis-levels-continue-drop-Lake-Mead-Lake-Powell.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6131513/Facebook-building-war-room-headquarters-fend-meddling-midterm-elections.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6131711/Coral-bleaching-left-Great-Barrier-Reef-fighting-life-went-deeper-realised.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6131745/The-enigma-Mona-Lisa-comes-DISEASE-doctors-claim.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6131825/Google-engineer-finds-massive-security-flaw-let-open-keycard-controlled-doors.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6132037/The-smartphone-future-Chinese-firm-releases-wearable-phone-wraps-wrist.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6132103/Saturns-famous-hexagonal-storm-stretch-HUNDREDS-miles-tower-clouds.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6132237/High-speed-solar-winds-smashing-satellites-cause-overload-blow-up.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6132275/Instagram-building-standalone-app-called-IG-Shopping-lets-users-buy-products.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6132321/Researchers-say-peoples-brains-wired-value-feedback-facts.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6133191/Virtual-reality-tour-brings-biblical-era-Jerusalem-life.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6133391/Seal-steak-seagrass-Scientists-discover-worlds-known-omnivorous-shark.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6133751/Scientists-cell-samples-extinct-40-000-year-old-frozen-foal.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6133849/Asteroids-knocked-Earth-miners-drill-precious-resources.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6133993/Volvo-reveals-new-robo-taxi-race-autonomy.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6134073/Eight-species-bird-including-Rio-star-EXTINCT-decade.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6134139/Drive-hackers-spying-millions-Chrome-users-outside-HOMES.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6134267/Over-fifth-meat-Britains-restaurants-supermarkets-contains-unspecified-animal-DNA.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6134463/Head-turning-violence-helps-tiny-songbirds-kill-big-prey-study.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6134587/Security-fears-app-lets-partner-does-leaks-sensitive-records.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6134943/Experts-identify-25-genetic-mutations-help-explain-humans-evolved-live-long.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6135199/Amazon-orders-20-000-vans-build-delivery-fleet.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6135299/Scientists-reveal-spot-sinkhole-swallows-up.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6135365/Microplastics-guts-one-six-Red-Sea-fish.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6135379/Worlds-largest-working-offshore-wind-farm-opens-Britains-coast.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6135441/Burlier-birds-worm-Avian-pecking-order-determined-size-weight.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6135811/Snapchat-takes-shot-Spectacles-new-200-frames-feature-sleeker-design.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6136035/Uber-launches-new-Ride-Check-feature-uses-AI-detect-theres-car-accident.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6136349/Nearly-HALF-young-adults-America-deleted-Facebook-app-past-year.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6136503/Endocrine-disrupting-chemicals-detected-DOLPHINS-urine-time.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6136587/Apple-wont-launch-iPhone-display-touch-ID-release-XS-MAX-model.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6136681/Play-fighting-team-sports-helped-young-hunter-gatherers-learn-skills-lethal-raids.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6137663/Facebook-build-1-bn-Singapore-data-centre-Asia.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6137927/Physicist-donates-2-3-million-prize-boost-diversity-science.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6138001/Enormous-Roman-biscuit-factory-powered-16-water-wheels-used-make-food-sailors.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6138003/Wired-Icelanders-seek-remote-peninsula-digital-free.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6138063/Have-investigated-FBI-Google-sends-email-notify-affected-Gmail-users.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6138177/Twitter-boss-Jack-Dorsey-admits-algorithms-unfairly-filtered-600-000-accounts.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6138345/Scientists-discover-worlds-mature-cheese-7-200-year-old-traces-feta-found.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6138507/Unique-2-000-year-old-Roman-garden-water-feature-left-rot-car-park-local-authority.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6138595/Under-sea-antiquities-make-way-Israels-Leviathan-pipeline.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6138643/Nintendo-DELAYS-announcement-new-Switch-3DS-video-games-earthquake.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6138771/Apples-upcoming-iPhone-XS-use-USB-C-time.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6138829/The-decline-hedgehog-80-UK-countryside-uninhabited-woodland-creatures.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6139027/Submerged-ruins-church-heralded-one-Christianitys-important-places-spotted.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6139109/British-sports-car-company-Lister-unveils-new-140-000-SUV-hit-speed-200MPH.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6139313/A-series-man-eco-islands-floating-hotel-pods-set-UKs-Garden-City.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6139575/eBay-clamps-fakes-new-label-verify-second-hand-luxury-watches.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6139773/Solar-farms-wind-turbines-Sahara-desert-increase-vegetation-rain-region.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6139797/Instagram-rolls-guide-parents-help-talk-kids-safety-online.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6140113/Galactic-wind-stops-early-galaxies-blowing-apart-observed-time.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6140185/Spotifys-latest-initiative-scoop-independent-artists-threaten-record-labels.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6140473/Uber-says-BAN-riders-Australia-New-Zealand-rating-drops-4-stars.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6140567/MRI-scans-reveal-differences-beatboxers-guitarists-respond-music.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6140733/Lockheed-Martin-offers-250-MILLION-prize-AI-drone-beat-human-pilot.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6140905/New-York-scientists-use-new-DNA-tools-identify-9-11-victims.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6141027/iRobots-new-Roomba-itll-cost-1-000.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6141059/IBM-created-software-using-NYPD-images-search-people-SKIN-COLOR-report-claims.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6141255/Fast-evolving-lizards-change-color-single-lifetime-survive-new-environments.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6142165/Millennials-lazy-laundry-buy-aerosol-SPRAY-clean-clothes.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6142407/Google-unveil-latest-iPhone-X-killer-Pixel-3-smartphone-October-9th.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6142571/Woolly-mammoths-went-extinct-weak-bones-study-16-200-year-old-vertebra-suggests.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6142643/Does-win-McDonalds-Monopoly-Scientists-work-chances-winning-big.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6142705/Humans-not-bots-responsible-spreading-Twitter-conspiracies-Parkland-shooting.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6142743/How-moon-got-face-Smile-like-lunar-swirls-created-underground-lava-flows.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6142975/Ancient-teeth-skeletons-Anglo-Saxon-children-help-fight-modern-illness.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6143045/Neolithic-style-tombs-fashion-5-000-years-UK-runs-space-bury-dead.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6143245/Xbox-launches-limited-edition-greaseproof-controller-gamers-like-eat-fried-chicken.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6143453/As-Google-turns-20-questions-powerful.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6143535/Artificial-Intelligence-develop-racism-own.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6143609/Why-dont-people-seats-public-transport.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6143691/Sharing-selfies-social-media-makes-women-feel-anxious-attractive.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6143709/Elon-Musk-believes-likely-living-simulation.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6143769/Using-male-lab-mice-result-drugs-effective-women-men.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6143771/Worlds-biggest-online-fetish-community-Whiplr-stores-user-passwords-plain-text.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6143821/Curiosity-seflie-reveals-dust-covered-rover-dark-skies-following-massive-Martian-duststorm.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6144145/The-brain-processes-irony-emojis-way-does-verbal-communication-study-finds.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6144229/Pluto-planet-Astronomers-controversial-demotion-based-disproven-reasoning.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6144261/Women-men-restful-sleep-countries-promote-gender-equality.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6144431/The-robotic-boy-breathes-bleeds-Researchers-reveal-hyper-real-medical-doll.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6144441/Think-two-lenses-impressive-Nokia-handset-prototype-leaks-FIVE.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6144487/Scientists-release-highest-resolution-map-Antarctica-made.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6144707/Perfectly-preserved-1-000-year-old-spear-dart-Yukons-melting-ice-patches.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6144709/Popular-Mac-app-Adware-Doctor-pulled-Apple-revelation-steals-browsing-history.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6144775/Amazon-job-ads-reveal-plans-cashierless-store-New-York.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6144827/Twitter-testing-radical-redesign-desktop-site-make-look-like-app.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6145307/Apple-Inc-bans-Alex-Jones-app-objectionable-content.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6149269/Artificial-intelligence-poses-greater-challenge-world-terrorism-scientist-warns.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6149305/British-air-taxi-firm-takes-flight-inspired-F1-racing-advances.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6150753/Robots-radicalised-commit-MASS-MURDER-badly-coded.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6150861/Experts-search-missing-mourning-rings-forged-eccentric-philosopher-Jeremy-Bentham.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6151079/The-robot-New-AI-inspect-unfamiliar-object-pick-up.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6151107/Wildlife-group-Exotic-pets-trade-activity-rises-Facebook.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6151227/Why-trust-gut-instinct-logic.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6151379/Medieval-board-game-discovered-secret-chamber-13th-century-Russian-castle.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6151627/Enormous-10-000-year-old-skull-antlers-pulled-lake-Ireland.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6151647/Greenhouse-emissions-RICE-PADDIES-fuelling-global-warming.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6151993/Plastic-packaging-matter-shoppers-PRICE-deciding-buy.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6152089/Amazon-wants-workers-CAGES-oversee-robots-bizarre-patent-suggests.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6152131/Scared-spiders-Avoid-home-7-35pm-males-prowl-say-experts.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6152501/Boring-Company-steers-machine-using-Xbox-controller.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6152565/Three-new-ghostly-sea-creatures-discovered-21-000-feet-beneath-sea.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6152841/AI-analyzing-telescope-data-discovers-72-new-fast-radio-bursts-billions-light-years-away.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6152873/Is-future-Mars-colonies-look-like-Scientists-design-self-sustaining-research-base.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6153021/Apple-talking-big-newspapers-joining-Prime-like-subscription-service.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6153189/Instagram-takes-page-Facebook-adds-emoji-shortcuts-make-commenting-easier.html,sciencetech
https://www.dailymail.co.uk/sciencetech/article-6153239/Most-teenagers-prefer-text-friends-chat-online-person.html,sciencetech
https://www.dailymail.co.uk/sciencetech/index.rss,sciencetech
https://www.dailymail.co.uk/sport/article-6147993/Sir-Mo-Farah-man-win-Great-North-Run-five-times.html,sport
https://www.dailymail.co.uk/sport/article-6152673/FA-pains-shrug-David-Beckhams-manager-longstanding-deal.html,sport
https://www.dailymail.co.uk/sport/article-6153199/England-boss-Gareth-Southgate-hails-centre-Harry-Maguire-one-best-Europe.html,sport
https://www.dailymail.co.uk/sport/article-6153417/Minnesota-Timberwolves-sign-British-star-Luol-Deng.html,sport
https://www.dailymail.co.uk/sport/boxing/article-6153123/Amir-Khan-keen-fight-Manny-Pacquiao-Kell-Brook-12-months.html,sport
https://www.dailymail.co.uk/sport/cricket/article-6151483/Behind-scenes-video-shows-moment-Englands-players-celebrate-Alastair-Cooks-final-century.html,sport
https://www.dailymail.co.uk/sport/cricket/article-6151507/Alastair-Cook-named-Surreys-best-XI-players-final-Test-Oval.html,sport
https://www.dailymail.co.uk/sport/cricket/article-6152031/Jimmy-Anderson-goes-level-Glenn-McGrath-fourth-highest-wicket-taker-Test-history.html,sport
https://www.dailymail.co.uk/sport/cricket/article-6152221/England-dominate-fourth-day-fifth-Test-against-India-Alastair-Cook-hits-emotional-tonne.html,sport
https://www.dailymail.co.uk/sport/cricket/article-6152561/England-hero-Alastair-Cook-offered-retire-fifth-India-Test.html,sport
https://www.dailymail.co.uk/sport/cricket/article-6152599/BUMBLE-TEST-Cook-reminds-England-sorely-missed.html,sport
https://www.dailymail.co.uk/sport/cricket/article-6152671/Alastair-Cook-left-holding-tears-England-century.html,sport
https://www.dailymail.co.uk/sport/cricket/article-6152973/Alastair-Cook-walks-away-England-people-wanting-more.html,sport
https://www.dailymail.co.uk/sport/cricket/article-6153017/Kevin-Pietersen-tries-build-bridges-Alastair-Cook-congratulating-making-century.html,sport
https://www.dailymail.co.uk/sport/esports/article-6151315/FIFA-19-ratings-100-players-30-21-Mohammed-Salah-receives-upgrade-rated-lower-Isco.html,sport
https://www.dailymail.co.uk/sport/football/article-6117823/Messi-Fabregas-Pique-happened-rest-Barcelonas-Class-87.html,sport
https://www.dailymail.co.uk/sport/football/article-6146659/Pogba-enjoying-break-talking-Manchester-United-amid-strained-Mourinho-relationship.html,sport
https://www.dailymail.co.uk/sport/football/article-6146685/Antonio-Rudiger-claims-Maurizio-Sarris-style-better-predecessor-Antonio-Contes.html,sport
https://www.dailymail.co.uk/sport/football/article-6148375/Man-United-boss-Jose-Mourinho-falls-rope-outside-Wembley-Stadium.html,sport
https://www.dailymail.co.uk/sport/football/article-6148871/England-need-playmaker-James-Maddison-magic-touch-call-Leicester-City-man-up.html,sport
https://www.dailymail.co.uk/sport/football/article-6148977/England-lose-times-feelgood-factor-disappears.html,sport
https://www.dailymail.co.uk/sport/football/article-6149423/Zinedine-Zidane-says-raring-return-work-amid-Man-Utd-links.html,sport
https://www.dailymail.co.uk/sport/football/article-6150163/Dani-Carvajal-sends-Luke-Shaw-message-getting-number-David-Gea.html,sport
https://www.dailymail.co.uk/sport/football/article-6150231/Ramos-opens-aftermath-injuring-Salah-Champions-League-final.html,sport
https://www.dailymail.co.uk/sport/football/article-6150307/Wow-player-Paul-Gascoigne-awe-Thierry-Henry-football-greats-hang-together.html,sport
https://www.dailymail.co.uk/sport/football/article-6150401/Kylian-Mbappes-stats-turning-20-remarkable-rise.html,sport
https://www.dailymail.co.uk/sport/football/article-6150489/Albiol-says-Ronaldo-hard-score-40-goals-Juventus.html,sport
https://www.dailymail.co.uk/sport/football/article-6150501/Jamie-Vardy-makes-time-international-break-Disneyland-Paris.html,sport
https://www.dailymail.co.uk/sport/football/article-6150627/Lionel-Messi-makes-family-time-international-break.html,sport
https://www.dailymail.co.uk/sport/football/article-6150717/Tottenham-reveal-4-5m-Golden-Cockerel-sit-new-stadium.html,sport
https://www.dailymail.co.uk/sport/football/article-6150725/Mourinho-Klopp-Guardiola-managers-fared-early-stages-season.html,sport
https://www.dailymail.co.uk/sport/football/article-6150909/Buffon-Gea-list-nominees-FIFPro-reveal-shortlist-Best-Goalkeeper-award.html,sport
https://www.dailymail.co.uk/sport/football/article-6150925/England-stars-high-spirits-Ben-Chilwell-Demarai-Gray-train-squad-ahead-Switzerland.html,sport
https://www.dailymail.co.uk/sport/football/article-6150937/Ramos-says-Modric-deserves-win-Best-FIFA-award-ahead-Ronaldo.html,sport
https://www.dailymail.co.uk/sport/football/article-6151043/Pogba-Kante-Hazard-included-15-man-midfield-shortlist-place-FIFPros-World-XI.html,sport
https://www.dailymail.co.uk/sport/football/article-6151061/Kieran-Trippier-Kyle-Walker-nominated-FIFPros-World-XI-20-man-shortlist.html,sport
https://www.dailymail.co.uk/sport/football/article-6151115/Alexander-Arnold-calls-Ramos-best-centre-world.html,sport
https://www.dailymail.co.uk/sport/football/article-6151249/Mario-Balotelli-dropped-Italys-UEFA-Nations-League-clash-Portugal.html,sport
https://www.dailymail.co.uk/sport/football/article-6151359/Mohamed-Salah-Harry-Kane-Cristiano-Ronaldo-shortlist-spot-FIFPro-World-XI.html,sport
https://www.dailymail.co.uk/sport/football/article-6151847/Juan-Mata-writes-soon-post-Luke-Shaw-head-injury.html,sport
https://www.dailymail.co.uk/sport/football/article-6151877/Arsenal-star-Mesut-Ozil-linked-shock-January-Fenerbahce.html,sport
https://www.dailymail.co.uk/sport/football/article-6151879/Stephen-Wards-voice-notes-leaked-Roy-Keanes-explosive-rows-Ireland-camp.html,sport
https://www.dailymail.co.uk/sport/football/article-6152017/Manchester-City-paid-25m-Riyad-Mahrez-Chelsea-got-hustled-Real-Madrid.html,sport
https://www.dailymail.co.uk/sport/football/article-6152139/EA-Sports-reveal-Tottenhams-new-stadium-FIFA-19-completed-real-life.html,sport
https://www.dailymail.co.uk/sport/football/article-6152251/Gareth-Southgate-refuses-commit-England-Euro-2020.html,sport
https://www.dailymail.co.uk/sport/football/article-6152617/Scotland-2-0-Albania-Steven-Naismith-bags-brace-Nations-League-quest-great-start.html,sport
https://www.dailymail.co.uk/sport/football/article-6152649/West-Hams-bad-landlords-wasting-money.html,sport
https://www.dailymail.co.uk/sport/football/article-6152757/England-boss-Gareth-Southgate-happy-Switzerland-without-Harry-Kane.html,sport
https://www.dailymail.co.uk/sport/football/article-6152805/Portugal-1-0-Italy-Andre-Silva-scores-Fernando-Santos-perfect-start-Nations-League.html,sport
https://www.dailymail.co.uk/sport/football/article-6152885/Alastair-Cook-purred-glorious-day-England.html,sport
https://www.dailymail.co.uk/sport/football/article-6152915/England-U21s-boss-Aidy-Boothroyd-unleashes-Mason-Mount.html,sport
https://www.dailymail.co.uk/sport/football/article-6152947/Irish-FA-ignore-calls-scrap-Northern-Irelands-match-Israel.html,sport
https://www.dailymail.co.uk/sport/football/article-6152957/Sergio-Ramos-gear-World-Cup-finalists-Croatia-Nations-League-clash.html,sport
https://www.dailymail.co.uk/sport/football/article-6153071/Blackpool-Terry-McPhillips-permanent-boss-12-month-rolling-contract.html,sport
https://www.dailymail.co.uk/sport/football/article-6153075/Tottenham-star-Lucas-Moura-endorses-Brazilian-politician-Jair-Bolsonaro.html,sport
https://www.dailymail.co.uk/sport/football/article-6153093/Emre-Akbabas-brace-helps-Turkey-beat-Sweden-Aleksandar-Mitrovic-strikes-Serbia.html,sport
https://www.dailymail.co.uk/sport/football/article-6153147/Christian-Eriksen-keen-replicate-stunning-Denmark-form-Tottenham-ahead-visit-Liverpool.html,sport
https://www.dailymail.co.uk/sport/football/article-6153163/Gareth-Bale-insists-Wales-ups-says-react-matters.html,sport
https://www.dailymail.co.uk/sport/football/article-6153171/Manchester-United-advertise-post-new-recruitment-analyst.html,sport
https://www.dailymail.co.uk/sport/football/article-6153187/Kasper-Schmeichel-says-Leicester-big-statement-tying-Harry-Maguire-new-deal.html,sport
https://www.dailymail.co.uk/sport/football/article-6153215/Jurgen-Klopp-oversees-Liverpool-training-Melwood-stars-away-international-duty.html,sport
https://www.dailymail.co.uk/sport/football/article-6153231/Alex-McLeish-praises-match-winner-Steven-Naismith-selecting-ahead-Leigh-Griffiths.html,sport
https://www.dailymail.co.uk/sport/football/article-6153249/Diego-Maradona-faces-Mexican-media-unveiled-boss-Dorados-Sinaloa.html,sport
https://www.dailymail.co.uk/sport/football/article-6153273/Neymar-finalise-preparations-training-Brazil-ready-El-Salvador.html,sport
https://www.dailymail.co.uk/sport/football/article-6153327/Bolton-facing-administration-12-point-deduction.html,sport
https://www.dailymail.co.uk/sport/football/article-6153329/Luke-Shaw-returns-Manchester-United-assessment.html,sport
https://www.dailymail.co.uk/sport/golf/article-6150573/Rory-McIlroy-Ryder-Cup-spirit-prank-Team-Europe-captain-Thomas-Bjorn.html,sport
https://www.dailymail.co.uk/sport/golf/article-6152439/Justin-Rose-English-golfer-world-No-1-Luke-Donald-2012.html,sport
https://www.dailymail.co.uk/sport/golf/article-6153345/Tony-Finau-named-final-member-Ryder-Cup-team.html,sport
https://www.dailymail.co.uk/sport/index.rss,sport
https://www.dailymail.co.uk/sport/nfl/article-6151209/NFL-round-week-one-Tom-Brady-song-New-England-Patriots-beat-Houston.html,sport
https://www.dailymail.co.uk/sport/othersports/article-6148275/Romano-Fenati-dangerously-tries-grab-brake-Stefano-Manzis-bike-San-Marino-MotoGP.html,sport
https://www.dailymail.co.uk/sport/othersports/article-6150521/A-look-chequered-past-Fenati-shocked-world-pulling-rivals-brakes.html,sport
https://www.dailymail.co.uk/sport/othersports/article-6151663/Romano-Fenati-apologises-sacked-Marinelli-Snipers-pulling-rivals-brake-race.html,sport
https://www.dailymail.co.uk/sport/racing/article-6152729/Robin-Goodfellows-racing-tips-Best-bets-Tuesday-September-11.html,sport
https://www.dailymail.co.uk/sport/racing/article-6152909/Maid-added-line-St-Leger-cost-50-000.html,sport
https://www.dailymail.co.uk/sport/racing/article-6153143/Huntingdon-racecourse-caught-fire-drama.html,sport
https://www.dailymail.co.uk/sport/rugbyunion/article-6147163/Fire-breaks-Premiership-rugby-match-Baths-Recreation-Ground.html,sport
https://www.dailymail.co.uk/sport/rugbyunion/article-6148909/Manu-Tuilagi-delivers-timely-nudge-England-head-coach-Eddie-Jones.html,sport
https://www.dailymail.co.uk/sport/rugbyunion/article-6150675/New-Zealands-Te-Toiroa-Tahuriorangi-watches-family-perform-haka-him.html,sport
https://www.dailymail.co.uk/sport/rugbyunion/article-6153133/World-Cup-2019-host-20-teams-plans-possible-increase-tournament-size.html,sport
https://www.dailymail.co.uk/sport/rugbyunion/article-6153267/Brad-Shields-plate-inserted-face-four-weeks.html,sport
https://www.dailymail.co.uk/sport/sportsnews/article-6150863/Saint-Etienne-confirm-death-defender-William-Gomis-shot-dead-age-19.html,sport
https://www.dailymail.co.uk/sport/sportsnews/article-6151193/Sky-Sports-25-seconds-England-game-black-white-honour-Kick-Out.html,sport
https://www.dailymail.co.uk/sport/tennis/article-6147775/FULL-TRANSCRIPT-Serena-Williams-entire-outburst-Open-final.html,sport
https://www.dailymail.co.uk/sport/tennis/article-6147833/Serena-Williams-Open-outburst-one-long-line-controversy.html,sport
https://www.dailymail.co.uk/sport/tennis/article-6148835/This-wasnt-MeToo-just-Sexism-No-Serena-Williams-rightly-punished.html,sport
https://www.dailymail.co.uk/sport/tennis/article-6149027/Naomi-Osaka-set-one-sports-highest-earners-Open-win.html,sport
https://www.dailymail.co.uk/sport/tennis/article-6149051/You-defend-indefensible-two-people-wronged-Saturday-neither-Williams.html,sport
https://www.dailymail.co.uk/sport/tennis/article-6149189/Novak-Djokovic-beats-Juan-Martin-del-Potro-win-Open-mens-singles-title.html,sport
https://www.dailymail.co.uk/sport/tennis/article-6150027/WTA-chief-backs-Serena-Williams-claims-sexism-Open-final.html,sport
https://www.dailymail.co.uk/sport/tennis/article-6152311/Novak-Djokovic-hands-donuts-visits-museum-does-floss-Open-trophy-tour.html,sport
